Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
4 × 400 m relay,03:35.5,Ghana,Africa,https://en.wikipedia.org/wiki/List_of_Ghanaian_records_in_athletics,GH,7.946527,-1.023194,Female,GH,GHA,288,H. Opoku,
100 m,10.9,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Jessy Franco,10.9
200 m,21.71,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Jerai Torres,21.71
400 m,47.97,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Jonathon Lavers,47.97
800 m,01:51.2,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,John Chappory,111.2
1500 m,03:43.8,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Harvey Dixon,223.8
3000 m,08:16.5,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Harvey Dixon,496.5
5000 m,14:18.4,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,John Charvetto,858.4
10000 m,30:59.9,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Michael Sánchez,1859.9
Half marathon,1:07:31,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,John Chappory,4051
Marathon,2:32:02,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Jimmy Parody,9122
3000 m steeplechase,10:35.0,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Christopher Walker,635
High jump,1.82,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Antonio Segovia,1.82
Long jump,6.14,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Jeff Rhodes,6.14
Triple jump,12.06,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Nicholas Vásquez,12.06
Shot put,12.3,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Stanley Olivero,12.3
Discus throw,34.64,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,Stanley Olivero,34.64
4 × 100 m relay,43.72,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,J. Torres,
4 × 400 m relay,03:20.3,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Male,GI,GIB,292,L. Taylor,
100 m,12.55,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Sharon Mifsud,12.55
200 m,25.55,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Sharon Mifsud,25.55
400 m,57.4,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Sharon Celecia,57.4
800 m,02:15.6,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Kim Baglietto,135.6
1500 m,04:47.0,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Kim Baglietto,287
3000 m,10:25.5,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Emma Montiel,625.5
5000 m,18:04.0,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Kim Baglietto,1084
10000 m,36:23.4,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Kim Baglietto,2183.4
Half marathon,1:21:35,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Kim Baglietto,4895
Marathon,3:05:29,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Emma Montiel,11129
High jump,1.42,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Caroline Tante,1.42
Long jump,4.53,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Alison Cano,4.53
Shot put,8.5,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Nicole Barker,8.5
Discus throw,21.6,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,Nicole Barker,21.6
4 × 100 m relay,49.3,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,D. Russo,
4 × 400 m relay,04:14.5,Gibraltar,Europe,https://en.wikipedia.org/wiki/List_of_Gibraltarian_records_in_athletics,GI,36.137741,-5.345374,Female,GI,GIB,292,L. White,
100 m,10.11,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Angelos Pavlakakis,10.11
200 m,19.85,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Kontantinos Kenteris,19.85
400 m,45.11,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Dimitrios Regas,45.11
800 m,01:45.0,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Panagiotis Stroubakos,105
1500 m,03:36.7,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Panagiotis Stroubakos,216.7
3000 m,07:44.3,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Panagiotis Stroubakos,464.3
5000 m,13:28.6,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Panagiotis Papoulias,808.6
10000 m,28:07.2,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Spyros Andriopoulos,1687.2
Half marathon,1:03:04,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Spyros Andriopoulos,3784
Marathon,2:12:04,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Spyros Andriopoulos,7924
400 m hurdles,47.82,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Periklis Iakovakis,47.82
3000 m steeplechase,08:24.0,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Filippos Filippou,504
High jump,2.36,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Labros Papakostas,2.36
Pole vault,5.91,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Kontantinos Flippidis,5.91
Long jump,8.66,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Louis Tsatoumas,8.66
Triple jump,17.55,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Dimitrios Tsiamis,17.55
Shot put,21.05,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Nicholas Scarvelis,21.05
Discus throw,63.18,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Savvas Panavoglou,63.18
Hammer throw,80.45,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Alexandros Papadimitriou,80.45
Javelin throw,91.69,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,Kontantinos Gatsioudis,91.69
4 × 100 m relay,38.61,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,V. Seggos,
4 × 400 m relay,03:02.2,Greece,Europe,https://en.wikipedia.org/wiki/List_of_Greek_records_in_athletics,GR,39.074208,21.824312,Male,GR,GRC,300,D. Regas,
100 m,10.17,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Sean Lambert,10.17
200 m,20.41,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Kirani James,20.41
400 m,43.74,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Kirani James,43.74
800 m,01:49.4,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Conrad Francis,109.4
1500 m,03:50.3,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Donald Pierre,230.3
3000 m,09:20.5,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Neilon Joseph,560.5
5000 m,14:58.2,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Maurice Williams,898.2
10000 m,31:31.1,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Emerald Frederick,1891.1
Half marathon,1:18:01,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Reon Radix,4681
Marathon,2:46:50,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Findlay O'Neal,10010
110 m hurdles,13.52,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Alleyne Lett,13.52
400 m hurdles,49.51,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Shane Charles,49.51
High jump,2.21,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Paul Caraballo,2.21
Pole vault,4.9,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Lindon Victor,4.9
Long jump,8.09,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Eugene Licorish,8.09
Triple jump,17.49,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Randy Lewis,17.49
Shot put,18.7,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Josh Boateng,18.7
Discus throw,61,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Josh Boateng,61
Hammer throw,56.51,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Kellon Alexis,56.51
Javelin throw,86.62,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Male,GD,GRD,308,Anderson Peters,86.62
100 m,11.18,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Sherry Fletcher,11.18
200 m,22.67,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Sherry Fletcher,22.67
400 m,50.64,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Hazel-Ann Regis,50.64
800 m,01:59.6,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Neisha Bernard-Thomas,119.6
1500 m,04:23.0,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Neisha Bernard-Thomas,263
3000 m,10:08.2,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Geraldine McQueen,608.2
Half marathon,2:02:28,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Kenisha Pascal,7348
Marathon,3:22:40,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Jenifer Boca,12160
100 m hurdles,13.76,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Ruthlyn Granger,13.76
400 m hurdles,58.37,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Kishara George,58.37
High jump,1.86,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Patricia Sylvester,1.86
Long jump,6.71,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Patricia Sylvester,6.71
Triple jump,14.06,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Patricia Sylvester,14.06
Shot put,14.55,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Sheba George,14.55
Discus throw,49.7,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Sheba George,49.7
Hammer throw,58.85,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Sheba George,58.85
Javelin throw,51.13,Grenada,Americas,https://en.wikipedia.org/wiki/List_of_Grenadian_records_in_athletics,GD,12.262776,-61.604171,Female,GD,GRD,308,Candesha Scott,51.13
100 m,10.66,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Philam Garcia,10.66
200 m,21.75,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,David Wilson,21.75
400 m,48.29,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,David Wilson,48.29
800 m,01:53.3,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Anthony Quan,113.3
1500 m,03:52.2,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Brent Butler,232.2
3000 m,08:42.2,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Neil Weare,522.2
5000 m,14:39.8,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Neil Weare,879.8
10000 m,31:39.2,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Johnson Lee,1899.2
Half marathon,1:11:46,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Saad El Moutawakel,4306
Marathon,2:31:44,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Wayne Blas,9104
110 m hurdles,15.5,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Kenneth Karosich,15.5
400 m hurdles,56.25,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Kenneth Karosich,56.25
3000 m steeplechase,09:34.0,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Brent Butler,574
High jump,1.9,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Raffy Cartaciano,1.9
Pole vault,2.45,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Jude Anthony Martinez,2.45
Long jump,6.86,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Florenz Quitlong,6.86
Triple jump,14.01,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,David Wilson,14.01
Shot put,14.63,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Rene Delemar,14.63
Discus throw,48.29,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Justin Andre,48.29
Hammer throw,55.9,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Justin Andre,55.9
Javelin throw,71.19,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Male,GU,GUM,316,Jon Rozborski,71.19
100 m,12.26,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Regine Tugade,12.26
200 m,25.28,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Regine Tugade,25.28
400 m,57.89,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Regine Tugade,57.89
800 m,02:18.5,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Amy Atkinson,138.5
1500 m,04:36.1,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Debbie Cardenas,276.1
3000 m,10:02.8,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Debbie Cardenas,602.8
5000 m,17:13.3,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Debbie Cardenas,1033.3
10000 m,37:12.4,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Sloan Siegrist-Palmore,2232.4
Half marathon,1:26:30,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Susan Seay,5190
Marathon,2:59:43,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Jen Allred,10783
100 m hurdles,15.65,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Stefani Loisel,15.65
400 m hurdles,01:04.0,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Christina Francisco,64
3000 m steeplechase,12:11.9,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Amy Atkinson,731.9
High jump,1.54,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Linda Babao,1.54
Long jump,5.34,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Pollara Cobb,5.34
Triple jump,11.01,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Regine Tugade,11.01
Shot put,11.09,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Genie Gerardo,11.09
Discus throw,36.75,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Tahnisha Manibusan,36.75
Hammer throw,36.25,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Genie Gerardo,36.25
Javelin throw,30.74,Guam,Oceania,https://en.wikipedia.org/wiki/List_of_Guamanian_records_in_athletics,GU,13.444304,144.793731,Female,GU,GUM,316,Lianna Urbina,30.74
100 m,10.32,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Oscar Meneses,10.32
200 m,21.09,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Oscar Meneses,21.09
400 m,46.5,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,José Bermúdez,46.5
800 m,01:49.1,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Luis Martínez,109.1
1500 m,03:35.3,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Luis Grijalva,215.3
3000 m,07:38.7,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Luis Grijalva,458.7
5000 m,13:10.1,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Luis Grijalva,790.1
10000 m,28:24.6,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Alberto Gonzalez Mindez,1704.6
Half marathon,1:01:20,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Alberto Gonzalez Mindez,3680
Marathon,2:12:53,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Alfredo Arévalo,7973
110 m hurdles,14.04,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Wienstan Mena,14.04
400 m hurdles,50.16,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Allan Ayala,50.16
3000 m steeplechase,08:46.4,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Hugo-Allan García,526.4
High jump,2.12,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Ken Franzúa,2.12
Pole vault,5.1,Guatemala,Americas,https://en.wikipedia.org/wiki/List_of_Guatemalan_records_in_athletics,GT,15.783471,-90.230759,Male,GT,GTM,320,Christiaan Higueros,5.1
