Event,Record,Country,Continent,URL,id,latitude,longitude,genero,Alpha-2 code,Alpha-3 code,Numeric,Athlete,Records
100 m,11.11,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Masoud Azizi,11.11
200 m,22.31,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Said Gilani,22.31
400 m,49,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Habib Zareef,49
800 m,01:53.6,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Wais Ibrahim Khairandesh,113.6
1500 m,04:02.0,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Nesrulaha,242
3000 m,08:52.6,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Aman Haidari,532.6
5000 m,15:52.7,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Aman Haidari,952.7
10000 m,33:25.6,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Nouruddin,2005.6
Half marathon,1:13:16,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Mohammad Karim Yaqoot,4396
Marathon,2:28:46,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Waheed Karim,8926
110 m hurdles,15.45,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Said Gilani,15.45
400 m hurdles,54.19,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Said Gilani,54.19
3000 m steeplechase,10:52.5,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Noor Ahmad Zoori,652.5
High jump,1.9,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Abdoul Skour,1.9
Pole vault,3.72,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Said Gilani,3.72
Long jump,7.05,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Mohammed Anwar,7.05
Triple jump,12.99,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Mohammed Anwar,12.99
Shot put,14.9,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Noorullah Osmani,14.9
Discus throw,39.9,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Abdoul Hakim,39.9
Hammer throw,17.44,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Najibullah Najm,17.44
Javelin throw,49.59,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Said Gilani,49.59
4 × 100 m relay,43.11,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Nombres no disponibles,43.11
4 × 400 m relay,03:20.8,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Male,AF,AFG,4,Z. Wahab,
100 m,13.33,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Kamia Yousufi,13.33
200 m,30.39,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Kamia Yousufi,30.39
400 m,01:12.7,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Yalda Amini,72.7
800 m,02:38.3,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Mehrangiz Bijanpoor,158.3
1500 m,05:27.3,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Mehrangiz Bijanpoor,327.3
3000 m,11:51.0,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Mehrangiz Bijanpoor,711
5000 m,21:33.6,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Shabnam Fayyaz,1293.6
10000 m,46:11.5,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Shabnam Fayyaz,2771.5
Half marathon,1:45:06,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Sahar Zamir,6306
Marathon,3:24:07,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Sahar Zamir,12247
High jump,1.11,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Asma Mohammadi,1.11
Long jump,3.76,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Yalda Amini,3.76
Triple jump,9.14,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Farkhunda Muhtaj,9.14
Shot put,4.78,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Yalda Amini,4.78
Discus throw,12.78,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Asra Mohammadi,12.78
Hammer throw,13.1,Afghanistan,Asia,https://en.wikipedia.org/wiki/List_of_Afghan_records_in_athletics,AF,33.93911,67.709953,Female,AF,AFG,4,Yalda Amini,13.1
100 m,10.56,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Arben Makaj,10.56
200 m,21.45,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Franko Burraj,21.45
400 m,46.48,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Franko Burraj,46.48
800 m,01:48.6,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,David Nikolli,108.6
1500 m,03:39.2,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,David Nikolli,219.2
3000 m,08:03.0,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,David Nikolli,483
5000 m,14:15.5,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,David Nikolli,855.5
10000 m,29:41.5,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Isuf Curri,1781.5
Half marathon,1:08:37,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Mino Jorgo,4117
Marathon,2:25:29,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Remzi Laho,8729
110 m hurdles,13.93,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Elton Bitincka,13.93
400 m hurdles,50.53,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Ilir Xhani,50.53
3000 m steeplechase,08:43.3,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Krenar Meçani,523.3
High jump,2.11,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Muhamet Abazi,2.11
Pole vault,5.4,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Sazan Fisheku,5.4
Long jump,8.11,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Izmir Smajlaj,8.11
Triple jump,16.3,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Izmir Smajlaj,16.3
Shot put,18.9,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Adriatik Hoxha,18.9
Discus throw,53.66,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Dhimitraq Cepa,53.66
Hammer throw,76.96,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Dorian Collaku,76.96
Javelin throw,67.32,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,Vladimir Sokoli,67.32
4 × 100 m relay,41.48,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,A. Parmeza,
4 × 400 m relay,03:17.3,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Male,AL,ALB,8,M. Makaj,
100 m,11.67,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Klodiana Shala,11.67
200 m,23.27,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Klodiana Shala,23.27
400 m,52.86,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Klodiana Shala,52.86
800 m,02:01.3,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,121.3
1500 m,04:02.6,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,242.6
3000 m,08:53.8,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,533.8
5000 m,15:36.6,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,936.6
10000 m,32:31.7,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,1951.7
Half marathon,1:13:11,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,4391
Marathon,2:35:34,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,9334
100 m hurdles,14.18,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Anila Meta,14.18
400 m hurdles,56.48,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Klodiana Shala,56.48
3000 m steeplechase,09:19.9,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Luiza Gega,559.9
High jump,1.92,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Klodeta Gjini,1.92
Pole vault,2.6,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Alma Dhespollari,2.6
Long jump,6.53,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Vera Bregu-Bitanji,6.53
Triple jump,13.5,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Vera Bregu-Bitanji,13.5
Shot put,16.36,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Antoneta Koci,16.36
Discus throw,55.58,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Silvana Rukaj,55.58
Hammer throw,59.26,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Emiliana Ciko,59.26
Javelin throw,47.8,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,Zhuje Bajko,47.8
4 × 100 m relay,47.16,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,A. Xhani,
4 × 400 m relay,03:39.4,Albania,Europe,https://en.wikipedia.org/wiki/List_of_Albanian_records_in_athletics,AL,41.153332,20.168331,Female,AL,ALB,8,A. Xhani,
100 m,10.81,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Kelsey Nakanelua,10.81
200 m,22.43,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Faresa Kapisi,22.43
400 m,49.45,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Kelsey Nakanelua,49.45
800 m,02:01.3,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Afutolu Lefiaseu,121.3
1500 m,04:19.6,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Jezmond Papu,259.6
3000 m,10:52.6,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Afutolu Lefiaseu,652.6
5000 m,16:32.4,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,John Wasco,992.4
10000 m,34:28.0,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Sailala Solilai,2068
Half marathon,1:43:17,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Franklin Paaga,6197
Marathon,2:25:35,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Gary Fanelli,8735
110 m hurdles,15.42,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Aaron Victorian,15.42
3000 m steeplechase,12:00.6,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Franklin Paaga,720.6
High jump,1.89,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Aaron Victorian,1.89
Pole vault,5.41,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Makisi Haleck,5.41
Long jump,6.9,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Sa Fuimaono,6.9
Triple jump,13.75,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Sa Fuimaono,13.75
Shot put,15.09,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Danny Pritchard,15.09
Discus throw,50.17,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Frederick Morgan,50.17
Hammer throw,39.4,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Taulagi Sualevai,39.4
Javelin throw,67.4,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Male,AS,ASM,16,Frederick Morgan,67.4
100 m,13.39,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Lila Waetin,13.39
200 m,28.72,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Tafailagi Niusulu,28.72
400 m,01:07.1,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Afega Fetaiai,67.1
800 m,02:39.1,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Paula Stevenson,159.1
1500 m,05:33.8,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Paula Stevenson,333.8
3000 m,12:15.9,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Georgine Tomisato,735.9
5000 m,21:07.8,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Paula Stevenson,1267.8
10000 m,45:34.6,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Rose Siaosi,2734.6
Half marathon,1:47:39,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Faye Ondelacy,6459
Marathon,3:57:15,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Faye Ondelacy,14235
100 m hurdles,15.83,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Jordan Mageo,15.83
400 m hurdles,01:07.9,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Jordan Mageo,67.9
High jump,1.35,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Jordan Mageo,1.35
Long jump,4.5,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Lila Waetin,4.5
Triple jump,8.72,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Ira Ripine,8.72
Shot put,16.67,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Lisa Misipeka,16.67
Discus throw,55.99,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Alexandra Morgan,55.99
Hammer throw,69.24,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Lisa Misipeka,69.24
Javelin throw,34.2,American Samoa,Oceania,https://en.wikipedia.org/wiki/List_of_American_Samoan_records_in_athletics,AS,-14.270972,-170.132217,Female,AS,ASM,16,Claire Morgan,34.2
100 m,10.49,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Afonso Ferraz,10.49
200 m,21.15,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Afonso Ferraz,21.15
400 m,47.38,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João Paulo,47.38
800 m,01:47.5,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,107.5
1500 m,03:39.5,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,219.5
3000 m,07:58.5,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,478.5
5000 m,13:40.1,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Aurélio Miti,820.1
10000 m,28:31.1,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,1711.1
Half marathon,1:02:38,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,3758
Marathon,2:11:40,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,João N'Tyamba,7900
110 m hurdles,14.11,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Jonas Mateus,14.11
400 m hurdles,51.95,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Wilson André,51.95
3000 m steeplechase,08:56.8,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Aurélio Miti,536.8
High jump,2.1,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Orlando Bonifácio,2.1
Pole vault,4.05,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,José Francisco,4.05
Long jump,7.52,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Afonso Ferraz,7.52
Triple jump,16.43,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,António dos Santos,16.43
Shot put,14.58,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Hugo Pereira,14.58
Discus throw,49.72,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,António Réais,49.72
Hammer throw,52.44,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Jorge Cruz,52.44
Javelin throw,61.72,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Male,AO,AGO,24,Bernardo João,61.72
100 m,11.69,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24,Antónia Margarete de Jesus,11.69
200 m,24.61,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24,Adriana Alves,24.61
400 m,55.34,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24,Guilhermina Cruz,55.34
800 m,02:06.5,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24,Lilian Silva,126.5
1500 m,04:17.4,Angola,Africa,https://en.wikipedia.org/wiki/List_of_Angolan_records_in_athletics,AO,-11.202692,17.873887,Female,AO,AGO,24,Neide Dias,257.4
